Unnamed: 0,pokedex_number,name,german_name,japanese_name,generation,is_sub_legendary,is_legendary,is_mythical,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,num,types,genderRatio,baseStats,abilities,heightm,weightkg,color,evos,eggGroups,prevo,evoLevel,otherFormes,formeOrder,canGigantamax,baseSpecies,forme,requiredItem,changesFrom,evoType,gender,gen,evoItem,evoCondition,canHatch,evoMove,tags,baseForme,cosmeticFormes,maxHP,requiredAbility,battleOnly,requiredMove,requiredItems,// TODO,cannotDynamax,pokestarsmeargle,tier
814,705,"""sliggoo""",Viscargot,ヌメイル (Numeil),6,0,0,0,Soft Tissue Pokémon,1,Dragon,,0.8,17.5,3,Sap Sipper,Hydration,Gooey,452.0,68.0,75.0,53.0,83.0,113.0,60.0,45.0,35.0,158.0,Slow,1,Dragon,,50.0,40.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,705,"[""Dragon""]",,"{hp: 68, atk: 75, def: 53, spa: 83, spd: 113, spe: 60}","{0: ""Sap Sipper"", 1: ""Hydration"", H: ""Gooey""}",0.8,17.5,"""Purple""","[""Goodra""]","[""Dragon""]","""Goomy""",40,,,,,,,,,,,,,,,,,,,,,,,,,,"""NFE"""
815,706,"""goodra""",Viscogon,ヌメルゴン (Numelgon),6,0,0,0,Dragon Pokémon,1,Dragon,,2.0,150.5,3,Sap Sipper,Hydration,Gooey,600.0,90.0,100.0,70.0,110.0,150.0,80.0,45.0,35.0,270.0,Slow,1,Dragon,,50.0,40.0,1.0,0.5,0.5,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,706,"[""Dragon""]",,"{hp: 90, atk: 100, def: 70, spa: 110, spd: 150, spe: 80}","{0: ""Sap Sipper"", 1: ""Hydration"", H: ""Gooey""}",2,150.5,"""Purple""",,"[""Dragon""]","""Sliggoo""",50,,,,,,,,,,,,,,,,,,,,,,,,,,"""NU"""
816,707,"""klefki""",Clavion,クレッフィ (Cleffy),6,0,0,0,Key Ring Pokémon,2,Steel,Fairy,0.2,3.0,2,Prankster,,Magician,470.0,57.0,80.0,91.0,80.0,87.0,75.0,75.0,70.0,165.0,Fast,1,Mineral,,50.0,20.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,707,"[""Steel"", ""Fairy""]",,"{hp: 57, atk: 80, def: 91, spa: 80, spd: 87, spe: 75}","{0: ""Prankster"", H: ""Magician""}",0.2,3,"""Gray""",,"[""Mineral""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""RU"""
817,708,"""phantump""",Paragoni,ボクレー (Bokurei),6,0,0,0,Stump Pokémon,2,Ghost,Grass,0.4,7.0,3,Natural Cure,Frisk,Harvest,309.0,43.0,70.0,48.0,50.0,60.0,38.0,120.0,70.0,62.0,Medium Fast,2,Amorphous,Grass,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,708,"[""Ghost"", ""Grass""]",,"{hp: 43, atk: 70, def: 48, spa: 50, spd: 60, spe: 38}","{0: ""Natural Cure"", 1: ""Frisk"", H: ""Harvest""}",0.4,7,"""Brown""","[""Trevenant""]","[""Grass"", ""Amorphous""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""LC"""
818,709,"""trevenant""",Trombork,オーロット (Ohrot),6,0,0,0,Elder Tree Pokémon,2,Ghost,Grass,1.5,71.0,3,Natural Cure,Frisk,Harvest,474.0,85.0,110.0,76.0,65.0,82.0,56.0,60.0,70.0,166.0,Medium Fast,2,Amorphous,Grass,50.0,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,709,"[""Ghost"", ""Grass""]",,"{hp: 85, atk: 110, def: 76, spa: 65, spd: 82, spe: 56}","{0: ""Natural Cure"", 1: ""Frisk"", H: ""Harvest""}",1.5,71,"""Brown""",,"[""Grass"", ""Amorphous""]","""Phantump""",,,,,,,,,"""trade""",,,,,,,,,,,,,,,,,,"""(PU)"""
827,712,"""bergmite""",Arktip,カチコール (Kachikohru),6,0,0,0,Ice Chunk Pokémon,1,Ice,,1.0,99.5,3,Own Tempo,Ice Body,Sturdy,304.0,55.0,69.0,85.0,32.0,35.0,28.0,190.0,70.0,61.0,Medium Fast,2,Mineral,Monster,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,712,"[""Ice""]",,"{hp: 55, atk: 69, def: 85, spa: 32, spd: 35, spe: 28}","{0: ""Own Tempo"", 1: ""Ice Body"", H: ""Sturdy""}",1,99.5,"""Blue""","[""Avalugg""]","[""Monster"", ""Mineral""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""LC"""
828,713,"""avalugg""",Arktilas,クレベース (Crebase),6,0,0,0,Iceberg Pokémon,1,Ice,,2.0,505.0,3,Own Tempo,Ice Body,Sturdy,514.0,95.0,117.0,184.0,44.0,46.0,28.0,55.0,70.0,180.0,Medium Fast,2,Mineral,Monster,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,713,"[""Ice""]",,"{hp: 95, atk: 117, def: 184, spa: 44, spd: 46, spe: 28}","{0: ""Own Tempo"", 1: ""Ice Body"", H: ""Sturdy""}",2,505,"""Blue""",,"[""Monster"", ""Mineral""]","""Bergmite""",37,,,,,,,,,,,,,,,,,,,,,,,,,,"""(PU)"""
829,714,"""noibat""",eF-eM,オンバット (Onbat),6,0,0,0,Sound Wave Pokémon,2,Flying,Dragon,0.5,8.0,3,Frisk,Infiltrator,Telepathy,245.0,40.0,30.0,35.0,45.0,40.0,55.0,190.0,70.0,49.0,Medium Fast,2,Dragon,Flying,50.0,20.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,714,"[""Flying"", ""Dragon""]",,"{hp: 40, atk: 30, def: 35, spa: 45, spd: 40, spe: 55}","{0: ""Frisk"", 1: ""Infiltrator"", H: ""Telepathy""}",0.5,8,"""Purple""","[""Noivern""]","[""Flying"", ""Dragon""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""LC"""
830,715,"""noivern""",UHaFnir,オンバーン (Onvern),6,0,0,0,Sound Wave Pokémon,2,Flying,Dragon,1.5,85.0,3,Frisk,Infiltrator,Telepathy,535.0,85.0,70.0,80.0,97.0,80.0,123.0,45.0,70.0,187.0,Medium Fast,2,Dragon,Flying,50.0,20.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,715,"[""Flying"", ""Dragon""]",,"{hp: 85, atk: 70, def: 80, spa: 97, spd: 80, spe: 123}","{0: ""Frisk"", 1: ""Infiltrator"", H: ""Telepathy""}",1.5,85,"""Purple""",,"[""Flying"", ""Dragon""]","""Noibat""",48,,,,,,,,,,,,,,,,,,,,,,,,,,"""RU"""
831,716,"""xerneas""",Xerneas,ゼルネアス (Xerneas),6,0,1,0,Life Pokémon,1,Fairy,,3.0,215.0,1,Fairy Aura,,,680.0,126.0,131.0,95.0,131.0,98.0,99.0,45.0,0.0,306.0,Slow,1,Undiscovered,,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,716,"[""Fairy""]",,"{hp: 126, atk: 131, def: 95, spa: 131, spd: 98, spe: 99}","{0: ""Fairy Aura""}",3,215,"""Blue""",,"[""Undiscovered""]",,,"[""Xerneas-Neutral""]","[""Xerneas-Neutral"", ""Xerneas""]",,,,,,,"""N""",,,,,,"[""Restricted Legendary""]","""Active"", // Neutral is technically the base, but it can't be used in battle",,,,,,,,,,"""Uber"""
832,717,"""yveltal""",Yveltal,イベルタル (Yveltal),6,0,1,0,Destruction Pokémon,2,Dark,Flying,5.8,203.0,1,Dark Aura,,,680.0,126.0,131.0,95.0,131.0,98.0,99.0,45.0,0.0,306.0,Slow,1,Undiscovered,,,120.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,717,"[""Dark"", ""Flying""]",,"{hp: 126, atk: 131, def: 95, spa: 131, spd: 98, spe: 99}","{0: ""Dark Aura""}",5.8,203,"""Red""",,"[""Undiscovered""]",,,,,,,,,,,"""N""",,,,,,"[""Restricted Legendary""]",,,,,,,,,,,"""Uber"""
836,719,"""diancie""",Diancie,ディアンシー (Diancie),6,0,0,1,Jewel Pokémon,2,Rock,Fairy,0.7,8.8,1,Clear Body,,,600.0,50.0,100.0,150.0,100.0,150.0,50.0,3.0,70.0,270.0,Slow,1,Undiscovered,,,25.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,4.0,1.0,719,"[""Rock"", ""Fairy""]",,"{hp: 50, atk: 100, def: 150, spa: 100, spd: 150, spe: 50}","{0: ""Clear Body""}",0.7,8.8,"""Pink""",,"[""Undiscovered""]",,,"[""Diancie-Mega""]","[""Diancie"", ""Diancie-Mega""]",,,,,,,"""N""",,,,,,"[""Mythical""]",,,,,,,,,,,"""NU"""
840,721,"""volcanion""",Volcanion,ボルケニオン (Volcanion),6,0,0,1,Steam Pokémon,2,Fire,Water,1.7,195.0,1,Water Absorb,,,600.0,80.0,110.0,120.0,130.0,90.0,70.0,3.0,100.0,270.0,Slow,1,Undiscovered,,,120.0,1.0,0.25,0.0,2.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5,721,"[""Fire"", ""Water""]",,"{hp: 80, atk: 110, def: 120, spa: 130, spd: 90, spe: 70}","{0: ""Water Absorb""}",1.7,195,"""Brown""",,"[""Undiscovered""]",,,,,,,,,,,"""N""",,,,,,"[""Mythical""]",,,,,,,,,,,"""RU"""
841,722,"""rowlet""",Bauz,モクロー (Mokuroh),7,0,0,0,Grass Quill Pokémon,2,Grass,Flying,0.3,1.5,2,Overgrow,,Long Reach,320.0,68.0,55.0,55.0,50.0,50.0,42.0,45.0,70.0,64.0,Medium Slow,1,Flying,,87.5,15.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,722,"[""Grass"", ""Flying""]","{M: 0.875, F: 0.125}","{hp: 68, atk: 55, def: 55, spa: 50, spd: 50, spe: 42}","{0: ""Overgrow"", H: ""Long Reach""}",0.3,1.5,"""Brown""","[""Dartrix""]","[""Flying""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""LC"""
842,723,"""dartrix""",Arboretoss,フクスロー (Fukuthrow),7,0,0,0,Blade Quill Pokémon,2,Grass,Flying,0.7,16.0,2,Overgrow,,Long Reach,420.0,78.0,75.0,75.0,70.0,70.0,52.0,45.0,70.0,147.0,Medium Slow,1,Flying,,87.5,15.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,723,"[""Grass"", ""Flying""]","{M: 0.875, F: 0.125}","{hp: 78, atk: 75, def: 75, spa: 70, spd: 70, spe: 52}","{0: ""Overgrow"", H: ""Long Reach""}",0.7,16,"""Brown""","[""Decidueye""]","[""Flying""]","""Rowlet""",17,,,,,,,,,,,,,,,,,,,,,,,,,,"""NFE"""
843,724,"""decidueye""",Silvarro,ジュナイパー (Junaiper),7,0,0,0,Arrow Quill Pokémon,2,Grass,Ghost,1.6,36.6,2,Overgrow,,Long Reach,530.0,78.0,107.0,75.0,100.0,100.0,70.0,45.0,70.0,239.0,Medium Slow,1,Flying,,87.5,15.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,724,"[""Grass"", ""Ghost""]","{M: 0.875, F: 0.125}","{hp: 78, atk: 107, def: 75, spa: 100, spd: 100, spe: 70}","{0: ""Overgrow"", H: ""Long Reach""}",1.6,36.6,"""Brown""",,"[""Flying""]","""Dartrix""",34,,,,,,,,,,,,,,,,,,,,,,,,,,"""NU"""
844,725,"""litten""",Flamiau,ニャビー (Nyabby),7,0,0,0,Fire Cat Pokémon,1,Fire,,0.4,4.3,2,Blaze,,Intimidate,320.0,45.0,65.0,40.0,60.0,40.0,70.0,45.0,70.0,64.0,Medium Slow,1,Field,,87.5,15.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,725,"[""Fire""]","{M: 0.875, F: 0.125}","{hp: 45, atk: 65, def: 40, spa: 60, spd: 40, spe: 70}","{0: ""Blaze"", H: ""Intimidate""}",0.4,4.3,"""Red""","[""Torracat""]","[""Field""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""LC"""
845,726,"""torracat""",Miezunder,ニャヒート (Nyaheat),7,0,0,0,Fire Cat Pokémon,1,Fire,,0.7,25.0,2,Blaze,,Intimidate,420.0,65.0,85.0,50.0,80.0,50.0,90.0,45.0,70.0,147.0,Medium Slow,1,Field,,87.5,15.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,726,"[""Fire""]","{M: 0.875, F: 0.125}","{hp: 65, atk: 85, def: 50, spa: 80, spd: 50, spe: 90}","{0: ""Blaze"", H: ""Intimidate""}",0.7,25,"""Red""","[""Incineroar""]","[""Field""]","""Litten""",17,,,,,,,,,,,,,,,,,,,,,,,,,,"""NFE"""
846,727,"""incineroar""",Fuegro,ガオガエン (Gaogaen),7,0,0,0,Heel Pokémon,2,Fire,Dark,1.8,83.0,2,Blaze,,Intimidate,530.0,95.0,115.0,90.0,80.0,90.0,60.0,45.0,70.0,239.0,Medium Slow,1,Field,,87.5,15.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,727,"[""Fire"", ""Dark""]","{M: 0.875, F: 0.125}","{hp: 95, atk: 115, def: 90, spa: 80, spd: 90, spe: 60}","{0: ""Blaze"", H: ""Intimidate""}",1.8,83,"""Red""",,"[""Field""]","""Torracat""",34,,,,,,,,,,,,,,,,,,,,,,,,,,"""RU"""
847,728,"""popplio""",Robball,アシマリ (Ashimari),7,0,0,0,Sea Lion Pokémon,1,Water,,0.4,7.5,2,Torrent,,Liquid Voice,320.0,50.0,54.0,54.0,66.0,56.0,40.0,45.0,70.0,64.0,Medium Slow,2,Field,Water 1,87.5,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,728,"[""Water""]","{M: 0.875, F: 0.125}","{hp: 50, atk: 54, def: 54, spa: 66, spd: 56, spe: 40}","{0: ""Torrent"", H: ""Liquid Voice""}",0.4,7.5,"""Blue""","[""Brionne""]","[""Water 1"", ""Field""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""LC"""
848,729,"""brionne""",Marikeck,オシャマリ (Osyamari),7,0,0,0,Pop Star Pokémon,1,Water,,0.6,17.5,2,Torrent,,Liquid Voice,420.0,60.0,69.0,69.0,91.0,81.0,50.0,45.0,70.0,147.0,Medium Slow,2,Field,Water 1,87.5,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,729,"[""Water""]","{M: 0.875, F: 0.125}","{hp: 60, atk: 69, def: 69, spa: 91, spd: 81, spe: 50}","{0: ""Torrent"", H: ""Liquid Voice""}",0.6,17.5,"""Blue""","[""Primarina""]","[""Water 1"", ""Field""]","""Popplio""",17,,,,,,,,,,,,,,,,,,,,,,,,,,"""NFE"""
849,730,"""primarina""",Primarene,アシレーヌ (Ashirene),7,0,0,0,Soloist Pokémon,2,Water,Fairy,1.8,44.0,2,Torrent,,Liquid Voice,530.0,80.0,74.0,74.0,126.0,116.0,60.0,45.0,70.0,239.0,Medium Slow,2,Field,Water 1,87.5,15.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,730,"[""Water"", ""Fairy""]","{M: 0.875, F: 0.125}","{hp: 80, atk: 74, def: 74, spa: 126, spd: 116, spe: 60}","{0: ""Torrent"", H: ""Liquid Voice""}",1.8,44,"""Blue""",,"[""Water 1"", ""Field""]","""Brionne""",34,,,,,,,,,,,,,,,,,,,,,,,,,,"""UU"""
850,731,"""pikipek""",Peppeck,ツツケラ (Tsutsukera),7,0,0,0,Woodpecker Pokémon,2,Normal,Flying,0.3,1.2,3,Keen Eye,Skill Link,Pickup,265.0,35.0,75.0,30.0,30.0,30.0,65.0,255.0,70.0,53.0,Medium Fast,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,731,"[""Normal"", ""Flying""]",,"{hp: 35, atk: 75, def: 30, spa: 30, spd: 30, spe: 65}","{0: ""Keen Eye"", 1: ""Skill Link"", H: ""Pickup""}",0.3,1.2,"""Black""","[""Trumbeak""]","[""Flying""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Illegal"""
851,732,"""trumbeak""",Trompeck,ケララッパ (Kerarappa),7,0,0,0,Bugle Beak Pokémon,2,Normal,Flying,0.6,14.8,3,Keen Eye,Skill Link,Pickup,355.0,55.0,85.0,50.0,40.0,50.0,75.0,120.0,70.0,124.0,Medium Fast,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,732,"[""Normal"", ""Flying""]",,"{hp: 55, atk: 85, def: 50, spa: 40, spd: 50, spe: 75}","{0: ""Keen Eye"", 1: ""Skill Link"", H: ""Pickup""}",0.6,14.8,"""Black""","[""Toucannon""]","[""Flying""]","""Pikipek""",14,,,,,,,,,,,,,,,,,,,,,,,,,,"""Illegal"""
852,733,"""toucannon""",Tukanon,ドデカバシ (Dodekabashi),7,0,0,0,Cannon Pokémon,2,Normal,Flying,1.1,26.0,3,Keen Eye,Skill Link,Sheer Force,485.0,80.0,120.0,75.0,75.0,75.0,60.0,45.0,70.0,218.0,Medium Fast,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,733,"[""Normal"", ""Flying""]",,"{hp: 80, atk: 120, def: 75, spa: 75, spd: 75, spe: 60}","{0: ""Keen Eye"", 1: ""Skill Link"", H: ""Sheer Force""}",1.1,26,"""Black""",,"[""Flying""]","""Trumbeak""",28,,,,,,,,,,,,,,,,,,,,,,,,,,"""Illegal"""
853,734,"""yungoos""",Mangunior,ヤングース (Youngoose),7,0,0,0,Loitering Pokémon,1,Normal,,0.4,6.0,3,Strong Jaw,Stakeout,Adaptability,253.0,48.0,70.0,30.0,30.0,30.0,45.0,255.0,70.0,51.0,Medium Fast,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,734,"[""Normal""]",,"{hp: 48, atk: 70, def: 30, spa: 30, spd: 30, spe: 45}","{0: ""Stakeout"", 1: ""Strong Jaw"", H: ""Adaptability""}",0.4,6,"""Brown""","[""Gumshoos""]","[""Field""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Illegal"""
854,735,"""gumshoos""",Manguspektor,デカグース (Dekagoose),7,0,0,0,Stakeout Pokémon,1,Normal,,0.7,14.2,3,Strong Jaw,Stakeout,Adaptability,418.0,88.0,110.0,60.0,55.0,60.0,45.0,127.0,70.0,146.0,Medium Fast,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,735,"[""Normal""]",,"{hp: 88, atk: 110, def: 60, spa: 55, spd: 60, spe: 45}","{0: ""Stakeout"", 1: ""Strong Jaw"", H: ""Adaptability""}",0.7,14.2,"""Brown""",,"[""Field""]","""Yungoos""",20,"[""Gumshoos-Totem""]","[""Gumshoos"", ""Gumshoos-Totem""]",,,,,,,,,,,,,,,,,,,,,,,,"""Illegal"""
855,736,"""grubbin""",Mabula,アゴジムシ (Agojimushi),7,0,0,0,Larva Pokémon,1,Bug,,0.4,4.4,1,Swarm,,,300.0,47.0,62.0,45.0,55.0,45.0,46.0,255.0,70.0,60.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,736,"[""Bug""]",,"{hp: 47, atk: 62, def: 45, spa: 55, spd: 45, spe: 46}","{0: ""Swarm""}",0.4,4.4,"""Gray""","[""Charjabug""]","[""Bug""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""LC"""
856,737,"""charjabug""",Akkup,デンヂムシ (Dendimushi),7,0,0,0,Battery Pokémon,2,Bug,Electric,0.5,10.5,1,Battery,,,400.0,57.0,82.0,95.0,55.0,75.0,36.0,120.0,70.0,140.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,737,"[""Bug"", ""Electric""]",,"{hp: 57, atk: 82, def: 95, spa: 55, spd: 75, spe: 36}","{0: ""Battery""}",0.5,10.5,"""Green""","[""Vikavolt""]","[""Bug""]","""Grubbin""",20,,,,,,,,,,,,,,,,,,,,,,,,,,"""NFE"""
857,738,"""vikavolt""",Donarion,クワガノン (Kuwagannon),7,0,0,0,Stag Beetle Pokémon,2,Bug,Electric,1.5,45.0,1,Levitate,,,500.0,77.0,70.0,90.0,145.0,75.0,43.0,45.0,70.0,225.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,738,"[""Bug"", ""Electric""]",,"{hp: 77, atk: 70, def: 90, spa: 145, spd: 75, spe: 43}","{0: ""Levitate""}",1.5,45,"""Blue""",,"[""Bug""]","""Charjabug""",,"[""Vikavolt-Totem""]","[""Vikavolt"", ""Vikavolt-Totem""]",,,,,,"""useItem""",,,"""Thunder Stone""",,,,,,,,,,,,,,,"""(PU)"""
858,739,"""crabrawler""",Krabbox,マケンカニ (Makenkani),7,0,0,0,Boxing Pokémon,1,Fighting,,0.6,7.0,3,Hyper Cutter,Iron Fist,Anger Point,338.0,47.0,82.0,57.0,42.0,47.0,63.0,225.0,70.0,68.0,Medium Fast,1,Water 3,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,739,"[""Fighting""]",,"{hp: 47, atk: 82, def: 57, spa: 42, spd: 47, spe: 63}","{0: ""Hyper Cutter"", 1: ""Iron Fist"", H: ""Anger Point""}",0.6,7,"""Purple""","[""Crabominable""]","[""Water 3""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Illegal"""
859,740,"""crabominable""",Krawell,ケケンカニ (Kekenkani),7,0,0,0,Woolly Crab Pokémon,2,Fighting,Ice,1.7,180.0,3,Hyper Cutter,Iron Fist,Anger Point,478.0,97.0,132.0,77.0,62.0,67.0,43.0,60.0,70.0,167.0,Medium Fast,1,Water 3,,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,740,"[""Fighting"", ""Ice""]",,"{hp: 97, atk: 132, def: 77, spa: 62, spd: 67, spe: 43}","{0: ""Hyper Cutter"", 1: ""Iron Fist"", H: ""Anger Point""}",1.7,180,"""White""",,"[""Water 3""]","""Crabrawler""",,,,,,,,,"""levelExtra""",,,,"""at Mount Lanakila""",,,,,,,,,,,,,,"""Illegal"""
864,742,"""cutiefly""",Wommel,アブリー (Abuly),7,0,0,0,Bee Fly Pokémon,2,Bug,Fairy,0.1,0.2,3,Honey Gather,Shield Dust,Sweet Veil,304.0,40.0,45.0,40.0,55.0,40.0,84.0,190.0,70.0,61.0,Medium Fast,2,Bug,Fairy,50.0,20.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0,742,"[""Bug"", ""Fairy""]",,"{hp: 40, atk: 45, def: 40, spa: 55, spd: 40, spe: 84}","{0: ""Honey Gather"", 1: ""Shield Dust"", H: ""Sweet Veil""}",0.1,0.2,"""Yellow""","[""Ribombee""]","[""Bug"", ""Fairy""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"""NFE"""
865,743,"""ribombee""",Bandelby,アブリボン (Aburibbon),7,0,0,0,Bee Fly Pokémon,2,Bug,Fairy,0.2,0.5,3,Honey Gather,Shield Dust,Sweet Veil,464.0,60.0,55.0,60.0,95.0,70.0,124.0,75.0,70.0,162.0,Medium Fast,2,Bug,Fairy,50.0,20.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0,743,"[""Bug"", ""Fairy""]",,"{hp: 60, atk: 55, def: 60, spa: 95, spd: 70, spe: 124}","{0: ""Honey Gather"", 1: ""Shield Dust"", H: ""Sweet Veil""}",0.2,0.5,"""Yellow""",,"[""Bug"", ""Fairy""]","""Cutiefly""",25,"[""Ribombee-Totem""]","[""Ribombee"", ""Ribombee-Totem""]",,,,,,,,,,,,,,,,,,,,,,,,"""PU"""
866,744,"""rockruff""",Wuffels,イワンコ (Iwanko),7,0,0,0,Puppy Pokémon,1,Rock,,0.5,9.2,3,Keen Eye,Vital Spirit,Steadfast,280.0,45.0,65.0,40.0,30.0,40.0,60.0,190.0,70.0,56.0,Medium Fast,1,Field,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,744,"[""Rock""]",,"{hp: 45, atk: 65, def: 40, spa: 30, spd: 40, spe: 60}","{0: ""Keen Eye"", 1: ""Vital Spirit"", H: ""Steadfast"", S: ""Own Tempo""}",0.5,9.2,"""Brown""","[""Lycanroc"", ""Lycanroc-Midnight"", ""Lycanroc-Dusk""]","[""Field""]",,,,"[""Rockruff"", ""Rockruff""], // TODO: Rockruff-Dusk",,,,,,,,,,,,,,"""Midday""",,,,,,,,,,"""LC"""
